대화셋일련번호,고객의도,문장번호,고객질문(요청),개체명 ,지식베이스
A30131,청년전세자금대출연장,1,은행에서 대출만기 기일이 다되었다는 문자를 받았습니다.,"은행, 대출, 만기일","대출,기한일"
A30135,보험약관대출,1,보험약관 대출을 알아보고 싶습니다.,"보험,약관,대출","약관,계약"
A30158,대출금상환,1,대출금 상환에 관해 문의드릴께있는데요?,"대출금, 상환,문의","상환,질문"
A30319,대출신청,1,대출접수를 하려구요,"대출, 접수","접수,등록"
A30322,보험대출,1,보험계약대출을 받았는데 그 내용을 다른사람이 알 수 있나요?,"보험계약대출, 내용","내용,대출"
A30323,대출금상환,1,대출금 상환일이 아닌데 상환하려고 하는데요?,"대출금, 상환","상환,갚음"
A30326,전세자금대출연장,1,대출 상환을 연장할 수있다던데 맞나요?,"대출상환, 연장","연장,갱신"
A30327,대출방법,1,인터넷대출이 있나요?,인터넷대출,"인터넷대출,대출"
A30400,보험 약관 대출,1,보험 약관대출이라는게 있다고 들었습니다 저도 받을 약관 대출을 받을 수 있는지 궁금합니다.,"보험약관대출, 궁금","궁금,문의"
A30401,보험 약관 대출,1,보험회사에서 대출도 해준다고 하던데요. 대출이 가능한가요.,"보험사,대출","대출,대부"
A30404,햇살론 대출,1,햇살론이 뭔지 궁금해서요.,햇살론,"햇살론,대출"
A30409,대출상환,1,대출금을 저번달에 모두 갚았는데요. 이번달에 또 이자가 나갔습니다. ,"대출금, 저번달, 이자, 요번달","저번달,수수료"
A30410,학자금대출,1,학자금 대출 받으려고 생각합니다. 어떻게 하면 되는건가요. 저도 될까요.,학자금.대출,"학자금.대출,대부"
A30411,예금담보대출,1,담보대출을 알아보고 있습니다. 가능할까요.,담보대출.가능,"담보대출.가능,신용대출"
A30412,대출중도상환,1,제가 대출금이 있는데요. 만기 전에 중도상환을 하려고 합니다.,"대출금, 중도, 상환","중도,금액"
A30452,대출 가입,1,안녕하세요. 대출 알아보려구요.,대출,"대출,대부"
A30453,대출 정보 열람,1,대출정보에 대해서 알아보려구요. ,대출정보,대출정보
A30454,대출 한도 조회,1,안녕하세요. 대출 한도 조회하려합니다. ,대출 한도 조회,"대출한도조회,검색"
A30517,이자납부오류,1,대출금 이자가 또 나갔네요.,"대출금, 이자","이자,이율"
A30522,대출제3자정보조회,1,약관대출을 받으면 제3자도 그 정보를 알 수 있는건가요?,"약관대출, 제3자, 정보","제3자,지식"
A30523,약관대출신청,1,보험으로 약관대출 신청할 수 있어요?,"보험, 약관대출, 신청","약관대출,대출"
A30524,대출금중도상환,1,대출금 중도 상환이 될까요?,"대출금, 중도상환","중도상환,변제"
A30525,대출자격문의,1,대출받으려구합니다. 상담 부탁드려요.,"대출, 상담","상담,문의"
A30531,법인사업자대출,1,법인사업자를 위한 대출이 있다고 하던데요.,"법인사업자, 대출","대출,대부"
A30540,대출상환방법,1,대출 상환방법 어떤게 있나요?,"대출, 상환방법","상환방법,수단"
A30541,대출금리인하,1,대출금리를 조금 낮추고 싶은데 방법이 있어요?,"대출금리, 방법","방법,방식"
A30542,비대면신용대출,1,신용대출 유선으로도 가능하죠?,"신용대출, 유선, 가능","유선,전화"
A30707,대출금 계좌 변경,1,대출금 이자 계좌 변경견으로 연락드렸습니다. 가능한가요?,"대출금, 이자, 계좌, 변경, 연락, 가능","이자,실현"
A30708,대출연장신청,1,대출 연장신청하려고 합니다. 가능한가요?,"대출, 연장, 신청, 가능","연장,실현"
A30709,대출 해지 신청,1,"대출 해지하려구요, 어떻게 하면되나요?","대출, 해지","해지,취소"
A30710,추가대출 신청,1,추가 대출 받으려 합니다. 가능한가요?,"추가, 대출, 가능","대출,실현"
A30711,중도상환 신청,1,대출금 중도상환건 문의드립니다.,"대출금, 중도상환, 문의","중도상환,상담"
A30712,대출 전액상환,1,"대출 상환하려하는데, 어떻게 하면될까요?","대출, 상환","상환,대부"
A30713,추가대출 신청,1,적금통장을 담보로 추가대출이 가능한가요?,"적금통장, 담보, 추가, 대출, 가능","담보,실현"
A30714,추가대출 신청,1,보험통장을 담보로 대출 신청이 가능한가요?,"보험, 통장, 담보, 대출, 신청, 가능","통장,실현"
A30715,담보 설정 변경,1,대출 담보 설정 변경건입니다. 가능한가요?,"대출, 담보, 설정, 변경, 가능","담보,실현"
A30716,대출신청 구비서류,1,대출신청시 구비서류 어떤게 필요한가요?,"대출, 신청, 구비, 서류","신청,문서"
A30717,인터넷 대출 신청,1,인터넷 대출 신청 이용절차는 어떻게 되나요?,"인터넷, 대출, 신청, 이용, 절차","대출,과정"
A30718,대출이자 계산,1,대출이자가 얼만큼 나올까요?,"대출, 이자","이자,금리"
A30719,대출이자 계산,1,"네, 고객님 균등상환일때 말씀드릴까요?","고객, 균등, 상환, 말씀","균등,손님"
A30726,대출신용등급조회,1,대출받으려는데 대출신용등급 알아보려구요,"대출,신용,등급","신용,단계"
A30728,ATM대출금상환,1,"대출금 상환을 다 하고싶은데, 인터넷이 안되요. 다른 방법이 있나요?","대출금, 상환, 인터넷, 방법","상환,방식"
A30730,대출한도조회,1,저 OO보험에 가입되어있는데 대출가능한지요?,"삼성생명,가입,대출,가능","가입,실현"
A30731,대출 선결제,1,대출한것 선결제하려구요,"대출,선결제","선결제,대부"
A30798,약관대출,1, 보험 약관대출은 어떻게 받는지 궁금해서요,"보험,약관대출","약관대출,금융상품"
A30841,전세자금대출,1,"청년 전세자금 대출을 받을려고 하는데, 최저금리가 얼마인지 알수 있을까요?","청년,대출,금리","대출,전세자금"
A30899,대출상담,1,대출을 받고싶은데 얼마까지 가능할까요?,"대출, 가능","가능,실현"
A30903,학자금대출문의,1,"대학생인데요,학자금대출을 받고싶어서요.","대학생,대출,학자금대출","대출,학생.학자금.대출금리"
A30906,전세대출상담,1,청년전세대금대출이 궁금해서요,"청년,전세,대금,대출","전세,보증금"
A30941,보험약관대출,1,보험약관 대출은 얼마나 받을 수 있는지요?,"보험,약관,대출","약관,계약"
A30944,대출 서비스,1,직장인대출을 할려고요,"직장,대출","대출,대부"
A30945,대출 서비스,1,학자금 대출에 대해서 알아볼려고요,학자금대출,"학자금대출,학생.대출.대출금"
A30975,대출문의,1,보험을 잘 몰라서요 보험계약대출이 무엇인가요?,보험계약대출,"보험계약대출,보험계약.대출.보험금.대출금.상환금"
A30976,대출문의,1,금리확정형 상품이뭔가요?,금리확정형,"금리확정형,이율"
A30977,대출문의,1,보험계약대출을 받고 싶어요 안내좀 해주세요,보험계약대출/신청방법,"신청방법,방법.신청.보험"
A30978,대출문의,1,대출원리금이 해약환급금 초과시 보험계약 해지 위험이 있나요?,대출원리금 해약관급금 해지 위험,"대출원리금해약관급금해지위험,질환"
A30979,대출문의,1,2017년 보험계약대출채권 판매가 많이 되었나요?,보험가계대출채권/비중,비중
A30980,대출문의,1,대출서비스 이용할 떄 중도인출해도 이자를 납입해야 되는건가요?,보험계약대출/유사서비스/중도인출/별도/이자납입,"유사서비스,인출방법"
A30981,대출문의,1, 보험계약대출이 뭐예요?,보험  계약 대출,"보험계약대출,대부"
A30982,대출문의,1,중도인출이 보험계약대출보다 유리한지요?,중도인출 계약대출 유리,"중도인출계약대출유리,인출방법"
A30983,대출문의,1,주피보험자는 누구를 말하는건가요?,주피보험자,"주피보험자,보장고객"
A30984,대출문의,1,보험에서 적용이율은 무엇인가요?,적용이율,적용이율
A30985,대출문의,1,금리확정형 금리연동형 상품의 이자부담이 클 것으로 예상되나요?,금리확정형/금리연동형/이자/부담,"금리연동형,가중"
A30986,대출문의,1,신용회복을 신청하려면 대출금 전액 상환해야 하나요?,대출계약/신용회복/대출금/전액/상환,"신용회복,상환"
A30987,대출문의,1,보험계약대출 좀 받고 싶은데 안내 좀 해주세요,"보험계약대출,안내.","안내.,설명"
A30988,대출문의,1,보험계약대출금은 본인계좌로만 가능한지요?,보험계약대출/계좌/송금,"계좌,이체"
A30989,대출문의,1,어제 대출금을 다 갚았는데 이자가 또 출금되었는데 왜 이런거죠?,대출금/상환/이자/출금,"상환,지출"
A30990,담보대출문의,1,아파트담보 대출을 하려고 하는데요?,아파트담보대출,아파트담보대출
A30991,담보대출문의,1,아파트 근저당 설정방법이 궁금해서요,아파트담보대출/근저당/설정,"근저당,행위"
A30992,담보대출문의,1,신용등급 조회 할려고요,신용등급조회,신용등급조회
A30993,담보대출문의,1,제가 대출을 다 갚아도 연체정보는 남는가요?,대출 개인연체정보,"대출개인연체정보,대부"
A30994,담보대출문의,1,연체정보를 좀 연기하는게 가능할까요?,연체정보/등록/연기,"등록,가입"
A30999,전세 대출,1,전세대출 좀 받고 싶은데요?,"전세,대출","대출,대부"
A31001,보험 대출,1,가지고 있는 암보험 환급받을 수 있나요?,"암보험,환급,출금","환급,지출"
A31004,보험 대출,1,사정이 급해서 보험계약 대출을 받고 싶은데 가능한가요?,"보험,계약,대출","계약,대부"
A31005,담보 대출,1,담보대출이 가능 한지 알고싶어서요,"담보,대출","대출,대부"
A31007,대출 서비스,1,제 앞으로 신용대출이 가능한지 상담좀 받고 싶어요,"신용,대출,가능 상담","대출,문의"
A31010,대출 서비스,1,청약저축있는데 이걸로 대출이 될까요?,"청약,저축,대출","저축,대부"
A31012,보험 대출,1,보험계약대출이 가능한 조건 좀 먼저 알려주세요,"보험,계약,대출,,가능,조건","계약,요소"
A31017,대출 서비스,1,직장인대출 좀 받을려고요,"직장,대출","대출,대부"
A31018,대출 서비스,1,학자금 대출 가능한가요?,학자금대출,학자금대출
A31189,대출서비스,1,보험계약대출스마트출금 서비스가 뭔가요?,보험계약대출스마트서비스,"보험계약대출스마트서비스,현금자동입출금기서비스"
A31193,대출서비스,1,대출서비스 문의 드립니다,"대출,서비스,문의","서비스,질문"
A31194,대출내역조회,1,대출내역조회서비스 문의 드립니다,대출내역조회서비스,"대출내역조회서비스,대출내이력조회서비스"
A31199,대출서비스,1,카드 현금서비스 문의 합니다,"카드,현금서비스","현금서비스,단기카드대출서비스"
A31200,대출거래내역,1,담보대출 거래내역 조회 하고 싶습니다,"담보대출,거래내역,조회","거래내역,확인"
A31204,대출서비스,1,인터넷 대출서비스 문의 합니다,"인터넷,대출서비스",대출서비스
A31205,대출서비스,1,대출현황 조회 하고 싶습니다,"대출현황,조회","조회,확인"
A31206,대출내역조회,1,대출내역 조회 문의합니다,"대출,내역,조회","내역,확인"
A31207,대출서비스,1,변액보험 대출 문의 합니다,"변액보험,대출",대출
A31221,이체,1,대출금 자동이체 관련해서 문의 드립니다,"대출금,자동이체,문의","자동이체,질문"
A31299,신용대출신청,1,신용대출 신청은 반드시 영업점 방문해야 하나요?,신용대출/신청/영업점/방문,"신청,내방"
A31300,전세자금대출,1,전세자금 대출이 가능한가요?,전세자금/대출,대출
A31301,보험계약 대출,1,보험계약 대출이 무엇인가요?,보험계약/대출,"대출,담보대출"
A31302,아파트담보대출,1,아파트담보대출은 어디서 받을 수 있나요?,아파트/담보/대출,"담보,거주지"
A31303,"예,적금 담보 대출",1,"정기예금, 적금을 담보로 대출이 가능하나요?",정기/예금/적금/담보/대출,"예금,보증"
A31309,대출,1,연체가 뭐에요?,연체,"연체,지체"
A31372,대출서비스,1,대출금 연말정산 서류를 발급받고 싶은데 방법 좀 알려주세요.,"서류, 발급, 방법","발급,수단"
A31375,대출서비스,1,예금을 담보로 대출 받으면 바로 입금되요?,"예금, 담보, 대출, 입금",담보
A31376,대출서비스,1,비대면을 통해 전세 대출 신청하려고 몇 가지 문의드립니다.,"비대면, 대출, 신청","대출,접수"
A32084,대출문의,1,대출문의 좀 하고 싶은데요,"대출, 문의","문의,질문"
